0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
18,15
19,15
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,7
61,7
62,7
63,7
64,7
65,7
66,7
67,7
68,7
69,7
70,11
71,11
72,11
73,11
74,11
75,11
76,11
77,11
78,11
79,11
80,8
81,8
82,8
83,8
84,8
85,8
86,8
87,8
88,8
89,8
90,9
91,9
92,9
93,9
94,9
95,9
96,9
97,9
98,9
99,9
100,10
101,10
102,10
103,10
104,10
105,10
106,10
107,10
108,10
109,10
110,12
111,12
112,12
113,12
114,12
115,12
116,12
117,12
118,12
119,12
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,13
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,5
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,5
149,5
